Manin00g000010.1	IPR036610	PEBP-like superfamily
Manin00g002090.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin00g002100.1	IPR004926	Late embryogenesis abundant protein, LEA_3 subgroup
Manin00g002110.1	IPR001478	PDZ domain
Manin00g002110.1	IPR021109	Aspartic peptidase domain superfamily
Manin00g002110.1	IPR032799	Xylanase inhibitor, C-terminal
Manin00g002110.1	IPR032861	Xylanase inhibitor, N-terminal
Manin00g002110.1	IPR033121	Peptidase family A1 domain
Manin00g002110.1	IPR036034	PDZ superfamily
Manin00g002120.1	IPR009606	Modifying wall lignin-1/2
Manin00g002130.1	IPR001680	WD40 repeat
Manin00g002130.1	IPR024977	Anaphase-promoting complex subunit 4, WD40 domain
Manin00g002130.1	IPR036322	WD40-repeat-containing domain superfamily
Manin00g002140.1	IPR006001	Carbohydrate kinase, thermoresistant glucokinase
Manin00g002140.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002140.1	IPR031322	Shikimate kinase/gluconokinase
Manin00g002150.1	IPR005552	Scramblase
Manin00g002150.1	IPR025659	Tubby-like, C-terminal
Manin00g002170.1	IPR035176	Elicitor peptide
Manin00g002180.1	IPR001611	Leucine-rich repeat
Manin00g002180.1	IPR002182	NB-ARC
Manin00g002180.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002190.1	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal
Manin00g002200.1	IPR003439	ABC transporter-like, ATP-binding domain
Manin00g002200.1	IPR013525	ABC-2 type transporter
Manin00g002200.1	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily
Manin00g002200.1	IPR021135	Phosphoenolpyruvate carboxylase
Manin00g002200.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002210.1	IPR005636	DTW
Manin00g002220.1	IPR006460	Protein MIZU-KUSSEI 1-like, plant
Manin00g002240.1	IPR019050	FDF domain
Manin00g002240.1	IPR025762	DFDF domain
Manin00g002250.1	IPR003819	TauD/TfdA-like domain
Manin00g002260.1	IPR006094	FAD linked oxidase, N-terminal
Manin00g002260.1	IPR007173	D-arabinono-1,4-lactone oxidase
Manin00g002260.1	IPR010029	Galactonolactone dehydrogenase
Manin00g002260.1	IPR016166	FAD-binding domain, PCMH-type
Manin00g002260.1	IPR036318	FAD-binding, type PCMH-like superfamily
Manin00g002270.1	IPR001119	S-layer homology domain
Manin00g002280.1	IPR025723	Anion-transporting ATPase-like domain
Manin00g002280.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002280.1	IPR040612	ArsA, HSP20-like domain
Manin00g002300.1	IPR007590	Saf4/Yju2 protein
Manin00g002310.1	IPR000070	Pectinesterase, catalytic
Manin00g002310.1	IPR011050	Pectin lyase fold/virulence factor
Manin00g002320.1	IPR017887	Transcription factor TCP subgroup
Manin00g002320.1	IPR017888	CYC/TB1, R domain
Manin00g002330.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin00g002330.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin00g002340.1	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
Manin00g002350.1	IPR000719	Protein kinase domain
Manin00g002350.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002360.1	IPR002495	Glycosyl transferase, family 8
Manin00g002360.1	IPR029044	Nucleotide-diphospho-sugar transferases
Manin00g002380.1	IPR024788	Malectin-like domain
Manin00g002380.2	IPR024788	Malectin-like domain
Manin00g002390.1	IPR001471	AP2/ERF domain
Manin00g002390.1	IPR003340	B3 DNA binding domain
Manin00g002390.1	IPR015300	DNA-binding pseudobarrel domain superfamily
Manin00g002390.1	IPR016177	DNA-binding domain superfamily
Manin00g002400.1	IPR009410	Allene oxide cyclase
Manin00g002400.1	IPR034871	Allene oxide cyclase superfamily
Manin00g002410.1	IPR013087	Zinc finger C2H2-type
Manin00g002410.1	IPR036236	Zinc finger C2H2 superfamily
Manin00g002420.1	IPR006447	Myb domain, plants
Manin00g002420.1	IPR009057	Homeobox-like domain superfamily
Manin00g002420.1	IPR017930	Myb domain
Manin00g002430.1	IPR021419	Mediator of RNA polymerase II transcription subunit 25, von Willebrand factor type A domain
Manin00g002430.1	IPR036465	von Willebrand factor A-like domain superfamily
Manin00g002440.1	IPR003769	Adaptor protein ClpS, core
Manin00g002440.1	IPR013057	Amino acid transporter, transmembrane domain
Manin00g002440.1	IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like
Manin00g002450.1	IPR001727	Gdt1 family
Manin00g002450.2	IPR001727	Gdt1 family
Manin00g002460.1	IPR007603	Choline transporter-like
Manin00g002470.1	IPR004827	Basic-leucine zipper domain
Manin00g002470.1	IPR025422	Transcription factor TGA like domain
Manin00g002470.2	IPR004827	Basic-leucine zipper domain
Manin00g002470.2	IPR025422	Transcription factor TGA like domain
Manin00g002490.1	IPR000357	HEAT repeat
Manin00g002490.1	IPR016024	Armadillo-type fold
Manin00g002490.1	IPR021133	HEAT, type 2
Manin00g002490.2	IPR000357	HEAT repeat
Manin00g002490.2	IPR016024	Armadillo-type fold
Manin00g002490.2	IPR021133	HEAT, type 2
Manin00g002490.3	IPR000357	HEAT repeat
Manin00g002490.3	IPR016024	Armadillo-type fold
Manin00g002490.3	IPR021133	HEAT, type 2
Manin00g002490.4	IPR000357	HEAT repeat
Manin00g002490.4	IPR016024	Armadillo-type fold
Manin00g002490.4	IPR021133	HEAT, type 2
Manin00g002500.1	IPR006924	Ribosomal protein PSRP-3/Ycf65
Manin00g002500.1	IPR010776	Homologous-pairing protein 2, winged helix domain
Manin00g002500.1	IPR040661	Leucine zipper with capping helix domain
Manin00g002510.1	IPR005061	Vacuolar protein sorting-associated protein Ist1
Manin00g002520.1	IPR000719	Protein kinase domain
Manin00g002520.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002520.2	IPR000719	Protein kinase domain
Manin00g002520.2	IPR011009	Protein kinase-like domain superfamily
Manin00g002530.1	IPR036163	Heavy metal-associated domain superfamily
Manin00g002530.2	IPR036163	Heavy metal-associated domain superfamily
Manin00g002540.1	IPR000089	Biotin/lipoyl attachment
Manin00g002540.1	IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain
Manin00g002540.1	IPR004167	Peripheral subunit-binding domain
Manin00g002540.1	IPR011053	Single hybrid motif
Manin00g002540.1	IPR036625	E3-binding domain superfamily
Manin00g002550.1	IPR014830	Glycolipid transfer protein domain
Manin00g002550.1	IPR036497	Glycolipid transfer protein superfamily
Manin00g002550.2	IPR014830	Glycolipid transfer protein domain
Manin00g002550.2	IPR036497	Glycolipid transfer protein superfamily
Manin00g002560.1	IPR000109	Proton-dependent oligopeptide transporter family
Manin00g002560.1	IPR036259	MFS transporter superfamily
Manin00g002570.1	IPR000626	Ubiquitin-like domain
Manin00g002570.1	IPR004806	UV excision repair protein Rad23
Manin00g002570.1	IPR009060	UBA-like superfamily
Manin00g002570.1	IPR015360	XPC-binding domain
Manin00g002570.1	IPR015940	Ubiquitin-associated domain
Manin00g002570.1	IPR029071	Ubiquitin-like domain superfamily
Manin00g002570.1	IPR036353	XPC-binding domain superfamily
Manin00g002570.2	IPR000626	Ubiquitin-like domain
Manin00g002570.2	IPR004806	UV excision repair protein Rad23
Manin00g002570.2	IPR009060	UBA-like superfamily
Manin00g002570.2	IPR015360	XPC-binding domain
Manin00g002570.2	IPR015940	Ubiquitin-associated domain
Manin00g002570.2	IPR029071	Ubiquitin-like domain superfamily
Manin00g002570.2	IPR036353	XPC-binding domain superfamily
Manin00g002600.1	IPR000322	Glycoside hydrolase family 31
Manin00g002600.1	IPR011013	Galactose mutarotase-like domain superfamily
Manin00g002600.1	IPR017853	Glycoside hydrolase superfamily
Manin00g002600.1	IPR025887	Glycoside hydrolase family 31, N-terminal domain
Manin00g002600.1	IPR031727	Galactose mutarotase, N-terminal barrel
Manin00g002610.1	IPR016040	NAD(P)-binding domain
Manin00g002610.1	IPR036291	NAD(P)-binding domain superfamily
Manin00g002610.2	IPR001509	NAD-dependent epimerase/dehydratase
Manin00g002610.2	IPR036291	NAD(P)-binding domain superfamily
Manin00g002610.3	IPR036291	NAD(P)-binding domain superfamily
Manin00g002620.1	IPR013601	FAE1/Type III polyketide synthase-like protein
Manin00g002620.1	IPR013747	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal
Manin00g002620.1	IPR016039	Thiolase-like
Manin00g002630.1	IPR021109	Aspartic peptidase domain superfamily
Manin00g002630.1	IPR032799	Xylanase inhibitor, C-terminal
Manin00g002630.1	IPR032861	Xylanase inhibitor, N-terminal
Manin00g002630.1	IPR033121	Peptidase family A1 domain
Manin00g002640.1	IPR025799	Protein arginine N-methyltransferase
Manin00g002640.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin00g002650.1	IPR000504	RNA recognition motif domain
Manin00g002650.1	IPR035979	RNA-binding domain superfamily
Manin00g002650.2	IPR000504	RNA recognition motif domain
Manin00g002650.2	IPR035979	RNA-binding domain superfamily
Manin00g002680.1	IPR002048	EF-hand domain
Manin00g002680.1	IPR011992	EF-hand domain pair
Manin00g002680.2	IPR002048	EF-hand domain
Manin00g002680.2	IPR011992	EF-hand domain pair
Manin00g002680.3	IPR002048	EF-hand domain
Manin00g002680.3	IPR011992	EF-hand domain pair
Manin00g002690.1	IPR001005	SANT/Myb domain
Manin00g002690.1	IPR009057	Homeobox-like domain superfamily
Manin00g002690.1	IPR017930	Myb domain
Manin00g002700.1	IPR007863	Peptidase M16, C-terminal
Manin00g002700.1	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
Manin00g002700.1	IPR011765	Peptidase M16, N-terminal
Manin00g002700.1	IPR032632	Peptidase M16, middle/third domain
Manin00g002710.1	IPR000719	Protein kinase domain
Manin00g002710.1	IPR001611	Leucine-rich repeat
Manin00g002710.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002720.1	IPR004328	BRO1 domain
Manin00g002730.1	IPR000719	Protein kinase domain
Manin00g002730.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin00g002730.1	IPR001611	Leucine-rich repeat
Manin00g002730.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002730.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin00g002750.1	IPR004328	BRO1 domain
Manin00g002760.1	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal
Manin00g002760.1	IPR005571	RNA polymerase, Rpb5, N-terminal
Manin00g002760.1	IPR035913	RPB5-like RNA polymerase subunit superfamily
Manin00g002760.1	IPR036710	RNA polymerase Rpb5, N-terminal domain superfamily
Manin00g002770.1	IPR010108	Lycopene cyclase, beta/epsilon
Manin00g002770.1	IPR036188	FAD/NAD(P)-binding domain superfamily
Manin00g002780.1	IPR003439	ABC transporter-like, ATP-binding domain
Manin00g002780.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002790.1	IPR000719	Protein kinase domain
Manin00g002790.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin00g002790.1	IPR001611	Leucine-rich repeat
Manin00g002790.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002790.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin00g002800.1	IPR001806	Small GTPase
Manin00g002800.1	IPR005225	Small GTP-binding protein domain
Manin00g002800.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g002810.1	IPR002937	Amine oxidase
Manin00g002810.1	IPR014102	Phytoene desaturase
Manin00g002810.1	IPR036188	FAD/NAD(P)-binding domain superfamily
Manin00g002820.1	IPR008906	HAT, C-terminal dimerisation domain
Manin00g002820.1	IPR012337	Ribonuclease H-like superfamily
Manin00g002830.1	IPR006171	TOPRIM  domain
Manin00g002830.1	IPR013497	DNA topoisomerase, type IA, central
Manin00g002830.1	IPR023405	DNA topoisomerase, type IA, core domain
Manin00g002840.1	IPR000070	Pectinesterase, catalytic
Manin00g002840.1	IPR006501	Pectinesterase inhibitor domain
Manin00g002840.1	IPR011050	Pectin lyase fold/virulence factor
Manin00g002840.1	IPR035513	Invertase/pectin methylesterase inhibitor domain superfamily
Manin00g002850.1	IPR001494	Importin-beta, N-terminal domain
Manin00g002850.1	IPR013713	Exportin-2, central domain
Manin00g002850.1	IPR016024	Armadillo-type fold
Manin00g002860.1	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
Manin00g002860.1	IPR037518	MPN domain
Manin00g002860.1	IPR045810	eIF3h, C-terminal
Manin00g002860.2	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
Manin00g002860.2	IPR037518	MPN domain
Manin00g002860.2	IPR045810	eIF3h, C-terminal
Manin00g002870.1	IPR000719	Protein kinase domain
Manin00g002870.1	IPR001611	Leucine-rich repeat
Manin00g002870.1	IPR011009	Protein kinase-like domain superfamily
Manin00g002870.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin00g002880.1	IPR001680	WD40 repeat
Manin00g002880.1	IPR036322	WD40-repeat-containing domain superfamily
Manin00g002890.1	IPR006642	Rad18,  zinc finger UBZ4-type
Manin00g002890.1	IPR014883	VRR-NUC domain
Manin00g002890.1	IPR014905	HIRAN domain
Manin00g002900.1	IPR040911	Exostosin, GT47 domain
Manin00g002910.1	IPR013057	Amino acid transporter, transmembrane domain
Manin00g002920.1	IPR002044	Carbohydrate binding module family 20
Manin00g002920.1	IPR002192	Pyruvate phosphate dikinase, AMP/ATP-binding
Manin00g002920.1	IPR013784	Carbohydrate-binding-like fold
Manin00g002930.1	IPR002885	Pentatricopeptide repeat
Manin00g002930.1	IPR032867	DYW domain
Manin00g002940.1	IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
Manin00g002940.1	IPR018846	Cleavage/polyadenylation specificity factor, A subunit, N-terminal
Manin00g002940.1	IPR036322	WD40-repeat-containing domain superfamily
Manin00g002950.1	IPR009772	Cell division cycle protein 123
Manin00g002960.1	IPR002885	Pentatricopeptide repeat
Manin00g002960.1	IPR032867	DYW domain
Manin00g002970.1	IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
Manin00g002970.1	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
Manin00g002970.1	IPR018846	Cleavage/polyadenylation specificity factor, A subunit, N-terminal
Manin00g002980.1	IPR009772	Cell division cycle protein 123
Manin00g003000.1	IPR000209	Peptidase S8/S53 domain
Manin00g003000.1	IPR003137	PA domain
Manin00g003000.1	IPR010259	Peptidase S8 propeptide/proteinase inhibitor I9
Manin00g003000.1	IPR036852	Peptidase S8/S53 domain superfamily
Manin00g003000.1	IPR041469	Subtilisin-like protease, fibronectin type-III domain
Manin00g003020.1	IPR008217	Ccc1 family
Manin00g003030.1	IPR007130	Diacylglycerol acyltransferase
Manin00g003040.1	IPR004330	FAR1 DNA binding domain
Manin00g003040.1	IPR007527	Zinc finger, SWIM-type
Manin00g003040.1	IPR018289	MULE transposase domain
Manin00g003050.1	IPR004776	Membrane transport protein
Manin00g003060.1	IPR001606	ARID DNA-binding domain
Manin00g003060.1	IPR002068	Alpha crystallin/Hsp20 domain
Manin00g003060.1	IPR008978	HSP20-like chaperone
Manin00g003060.1	IPR036431	ARID DNA-binding domain superfamily
Manin00g003070.1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Manin00g003070.1	IPR029052	Metallo-dependent phosphatase-like
Manin00g003080.1	IPR005982	Thioredoxin reductase
Manin00g003080.1	IPR023753	FAD/NAD(P)-binding domain
Manin00g003080.1	IPR036188	FAD/NAD(P)-binding domain superfamily
Manin00g003090.1	IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
Manin00g003090.1	IPR004554	Hydroxymethylglutaryl-CoA reductase, eukaryotic/archaeal type
Manin00g003090.1	IPR009023	Hydroxymethylglutaryl-CoA reductase, class I/II, NAD/NADP-binding domain superfamily
Manin00g003090.1	IPR009029	Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain superfamily
Manin00g003100.1	IPR000504	RNA recognition motif domain
Manin00g003100.1	IPR035979	RNA-binding domain superfamily
Manin00g003110.1	IPR021773	Trafficking protein particle complex subunit 11
Manin00g003120.1	IPR000719	Protein kinase domain
Manin00g003120.1	IPR001220	Legume lectin domain
Manin00g003120.1	IPR011009	Protein kinase-like domain superfamily
Manin00g003120.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin00g003130.1	IPR005123	Oxoglutarate/iron-dependent dioxygenase
Manin00g003130.1	IPR026992	Non-haem dioxygenase N-terminal domain
Manin00g003130.1	IPR044861	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain
Manin00g003140.1	IPR000299	FERM domain
Manin00g003140.1	IPR000857	MyTH4 domain
Manin00g003140.1	IPR001752	Kinesin motor domain
Manin00g003140.1	IPR011254	Prismane-like superfamily
Manin00g003140.1	IPR019748	FERM central domain
Manin00g003140.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g003140.1	IPR035963	FERM superfamily, second domain
Manin00g003150.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin00g003150.1	IPR011009	Protein kinase-like domain superfamily
Manin00g003160.1	IPR000757	Glycoside hydrolase family 16
Manin00g003160.1	IPR010713	Xyloglucan endo-transglycosylase, C-terminal
Manin00g003160.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin00g003170.1	IPR001623	DnaJ domain
Manin00g003170.1	IPR036869	Chaperone J-domain superfamily
Manin00g003190.1	IPR017887	Transcription factor TCP subgroup
Manin00g003200.1	IPR007599	Derlin
Manin00g003200.1	IPR035952	Rhomboid-like superfamily
Manin00g003210.1	IPR009457	THH1/TOM1/TOM3 domain
Manin00g003210.2	IPR009457	THH1/TOM1/TOM3 domain
Manin00g003220.1	IPR002885	Pentatricopeptide repeat
Manin00g003220.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin00g003230.1	IPR000225	Armadillo
Manin00g003230.1	IPR001611	Leucine-rich repeat
Manin00g003230.1	IPR002641	Patatin-like phospholipase domain
Manin00g003230.1	IPR016024	Armadillo-type fold
Manin00g003230.1	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase
Manin00g003240.1	IPR001365	Adenosine deaminase domain
Manin00g003240.1	IPR032466	Metal-dependent hydrolase
Manin00g003260.1	IPR006569	CID domain
Manin00g003260.1	IPR008942	ENTH/VHS
Manin00g003270.1	IPR002110	Ankyrin repeat
Manin00g003270.1	IPR036770	Ankyrin repeat-containing domain superfamily
Manin00g003280.1	IPR026961	PGG domain
Manin00g003280.1	IPR036770	Ankyrin repeat-containing domain superfamily
Manin00g003290.1	IPR003959	ATPase, AAA-type, core
Manin00g003290.1	IPR025753	AAA-type ATPase, N-terminal domain
Manin00g003290.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g003300.1	IPR003959	ATPase, AAA-type, core
Manin00g003300.1	IPR025753	AAA-type ATPase, N-terminal domain
Manin00g003300.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin00g003310.1	IPR006145	Pseudouridine synthase, RsuA/RluA-like
Manin00g003310.1	IPR020103	Pseudouridine synthase, catalytic domain superfamily
Manin00g003310.2	IPR006145	Pseudouridine synthase, RsuA/RluA-like
Manin00g003310.2	IPR020103	Pseudouridine synthase, catalytic domain superfamily
Manin00g003320.1	IPR036047	F-box-like domain superfamily
